trans_table	taxon	level
2	Microstomatidae	family
5	Dicyrtomidae	family
5	Poecilochaetidae	family
5	Proctotrupidae	family
5	Vermileonidae	family
5	Munnidae	family
5	Cadlinidae	family
2	Malapteruridae	family
2	Rhamphocottidae	family
5	Pteronarcyidae	family
5	Inachoididae	family
4	Isididae	family
5	Schendylidae	family
5	Pseudoziidae	family
4	Thorectidae	family
2	Eurypygidae	family
5	Euchlanidae	family
2	Erethistidae	family
5	Semelidae	family
2	Polioptilidae	family
4	Acarnidae	family
5	Spercheidae	family
2	Ipnopidae	family
5	Peripatidae	family
5	Lestoideidae	family
2	Odacidae	family
5	Hemiscorpiidae	family
5	Ctenodrilidae	family
2	Aplodactylidae	family
5	Cerithiidae	family
5	Ellobiidae	family
2	Drepaneidae	family
5	Ischnochitionidae	family
4	Hydractiniidae	family
5	Philomedidae	family
2	Stylephoridae	family
2	Molidae	family
2	Nandidae	family
5	Platyischnopidae	family
5	Paraleptamphopidae	family
5	Tasimiidae	family
2	Atelidae	family
5	Ancistrocheiridae	family
2	Aphyonidae	family
2	Stercorariidae	family
5	Tarachodidae	family
4	Aphrocallistidae	family
5	Oziidae	family
5	Gallieniellidae	family
4	Guitarridae	family
5	Linguatulidae	family
5	Flustrellidridae	family
5	Rhabdiasidae	family
2	Protopteridae	family
5	Xenoturbellidae	family
5	Scaphandridae	family
2	Citharinidae	family
2	Cinclidae	family
5	Stenothoidae	family
5	Eucopiidae	family
5	Aporrhaidae	family
5	Prostomidae	family
2	Chionidae	family
5	Aulacidae	family
5	Megeremaeidae	family
5	Amphibolidae	family
2	Brachycephalidae	family
2	Scoloplacidae	family
5	Mellitidae	family
2	Megalonychidae	family
4	Catostylidae	family
5	Lepechinellidae	family
5	Synchroidae	family
5	Rhadalidae	family
5	Scenopinidae	family
5	Candidae	family
5	Thelaziidae	family
5	Idyanthidae	family
5	Biantidae	family
2	Rhincodontidae	family
5	Cylisticidae	family
5	Actaletidae	family
2	Sirenidae	family
5	Meenoplidae	family
2	Lampridae	family
5	Galinthiadidae	family
5	Cheyletidae	family
5	Garypidae	family
2	Nemichthyidae	family
5	Pinnidae	family
5	Saccocirridae	family
4	Milleporidae	family
5	Paracrangonyctidae	family
5	Teredinidae	family
5	Raphidiidae	family
2	Pelodytidae	family
5	Homolidae	family
5	Hydrometridae	family
5	Gecarcinidae	family
2	Opluridae	family
5	Dorypethalidae	family
5	Mithracidae	family
2	Moschidae	family
5	Matutidae	family
5	Rhynchocinetidae	family
5	Elysiidae	family
2	Pristolepididae	family
5	Chondracanthidae	family
5	Kergueleniidae	family
2	Triacanthidae	family
5	Segestriidae	family
2	Zaproridae	family
5	Phloiophilidae	family
2	Aplocheilidae	family
2	Dromadidae	family
5	Blaniulidae	family
5	Donacidae	family
2	Heterenchelyidae	family
5	Agyrtidae	family
2	Creediidae	family
2	Callanthiidae	family
5	Arrhopalitidae	family
2	Rhinocerotidae	family
4	Tetillidae	family
4	Nausithoidae	family
2	Gerrhopilidae	family
2	Numididae	family
2	Euclichthyidae	family
5	Agathiphagidae	family
5	Sphaerotheriidae	family
4	Niphatidae	family
5	Chordeumatidae	family
5	Limnozetidae	family
5	Oonopidae	family
2	Gigantactinidae	family
5	Thalestridae	family
5	Stygnommatidae	family
4	Lucernariidae	family
5	Autognetidae	family
5	Batillariidae	family
2	Nandiniidae	family
5	Heroidae	family
5	Lycaeidae	family
5	Tetraliidae	family
5	Nevrorthidae	family
5	Dryopidae	family
2	Trichodontidae	family
2	Procaviidae	family
5	Potamonautidae	family
5	Cybocephalidae	family
5	Urechinidae	family
5	Cochliopidae	family
5	Endeidae	family
5	Nematalycidae	family
2	Amblyopsidae	family
5	Coptopsyllidae	family
2	Pseudocarchariidae	family
2	Zeledoniidae	family
2	Erethizontidae	family
5	Flosculariidae	family
5	Trichopeltariidae	family
2	Monodactylidae	family
2	Indridae	family
5	Ethopolyidae	family
5	Megaspilidae	family
2	Stenostiridae	family
2	Bembridae	family
5	Nannopodidae	family
5	Brachypsectridae	family
4	Dendrophylliidae	family
5	Orculidae	family
5	Petricolidae	family
2	Isonidae	family
5	Pneumoridae	family
5	Macrochelidae	family
2	Platysteiridae	family
2	Potamotrygonidae	family
2	Mephitidae	family
5	Oenonidae	family
5	Scythropiidae	family
5	Lafoeidae	family
5	Haplotaxida	family
2	Anhingidae	family
2	Kuhliidae	family
5	Lophogastridae	family
2	Formicariidae	family
5	Nesameletidae	family
2	Rachycentridae	family
5	Chappuisididae	family
2	Psettodidae	family
4	Teclaiidae	family
5	Telemidae	family
5	Siphonodentaliidae	family
4	Mastigiidae	family
5	Cuspidariidae	family
2	Nyctibiidae	family
5	Ceratolasmatidae	family
5	Pseudunelidae	family
5	Acaridae	family
5	Bitectiporidae	family
5	Marginellidae	family
5	Vermipsyllidae	family
5	Stomatellidae	family
2	Bathymasteridae	family
5	Skeneopsidae	family
2	Capitonidae	family
5	Gecarcinucidae	family
5	Celyphidae	family
5	Corydiidae	family
2	Neoceratodontidae	family
2	Gyrinocheilidae	family
5	Synthetonychidae	family
2	Balaenidae	family
5	Largidae	family
5	Pectinatellidae	family
2	Lepidogalaxiidae	family
5	Aetalionidae	family
5	Thaumatoneuridae	family
5	Brachychthoniidae	family
2	Cylindrophiidae	family
5	Limacinidae	family
5	Retusidae	family
5	Scutigerinidae	family
5	Cyclopettidae	family
5	Doidae	family
5	Calliotropidae	family
5	Iravadiidae	family
5	Arachnopusiidae	family
5	Busyconidae	family
5	Pachylasmatidae	family
5	Cochlespiridae	family
5	Eriphiidae	family
4	Pocilloporidae	family
5	Vampyroteuthidae	family
2	Anoplogastridae	family
2	Amblycipitidae	family
5	Arachnidiidae	family
2	Psilorhynchidae	family
5	Panorpodidae	family
4	Halcampoididae	family
2	Proscylliidae	family
5	Cionellidae	family
5	Lucinidae	family
5	Ptilocolepidae	family
4	Phymatellidae	family
5	Penthalodidae	family
2	Gruidae	family
5	Nepidae	family
5	Salifidae	family
5	Haploniscidae	family
5	Cliopsidae	family
5	Runcinidae	family
2	Hiodontidae	family
4	Halammohydridae	family
2	Aotidae	family
4	Rhopalonematidae	family
5	Coloburiscidae	family
5	Joeropsididae	family
5	Eremobelbidae	family
5	Paralacydoniidae	family
5	Lomisidae	family
4	Proboscidactylidae	family
5	Godzilliidae	family
2	Orycteropodidae	family
5	Pelagonemertidae	family
5	Margarodidae	family
2	Mordaciidae	family
5	Eukoeneniidae	family
5	Trachygonidae	family
5	Ringiculidae	family
5	Limacidae	family
5	Platyarthridae	family
5	Stylocellidae	family
5	Syngamidae	family
5	Phengodidae	family
5	Bursidae	family
5	Pisuliidae	family
5	Megadictynidae	family
5	Astegistidae	family
5	Artematopodidae	family
5	Rhodacaridae	family
2	Gerrhosauridae	family
5	Apistobranchidae	family
5	Psychopsidae	family
5	Petaluridae	family
2	Iniidae	family
5	Isostictidae	family
2	Serrivomeridae	family
5	Rhizotrichidae	family
2	Aulopidae	family
5	Palpimanidae	family
2	Nycteridae	family
2	Citharidae	family
5	Chtenopterygidae	family
2	Callaeidae	family
5	Scutigerellidae	family
5	Callochitonidae	family
2	Stegostomatidae	family
5	Halisarcidae	family
4	Gonactiniidae	family
4	Hemiasterellidae	family
2	Caristiidae	family
5	Cheirocratidae	family
2	Microbiotheriidae	family
5	Gadilinidae	family
5	Orsolobidae	family
5	Cirroteuthidae	family
2	Tytonidae	family
5	Cratenemertidae	family
5	Sphaerolaimidae	family
5	Ascorhynchidae	family
5	Xerobdellidae	family
5	Cypridinidae	family
5	Haemopidae	family
5	Attemsiidae	family
5	Atylidae	family
5	Thaumastocoridae	family
5	Hygrobiidae	family
5	Sphaeriusidae	family
5	Tessaratomidae	family
5	Tachidiidae	family
5	Hippothoidae	family
5	Dinonemertidae	family
5	Phronimidae	family
5	Endodontidae	family
5	Pinufiidae	family
5	Bornellidae	family
2	Odobenidae	family
4	Olindiidae	family
5	Pulsellidae	family
2	Aulorhynchidae	family
2	Alopoglossidae	family
5	Neopseustidae	family
4	Coeloplanidae	family
5	Bothrideridae	family
2	Ellopostomatidae	family
2	Monocentridae	family
5	Harpidae	family
5	Mastotermitidae	family
5	Chathamiidae	family
2	Bradypodidae	family
4	Linuchidae	family
5	Dipluridae	family
5	Kinnaridae	family
5	Anisogammaridae	family
5	Lychnocolacidae	family
5	Thiidae	family
2	Rhinidae	family
5	Mycteridae	family
4	Bolinopsidae	family
5	Ameletopsidae	family
5	Trapezidae	family
5	Sierolomorphidae	family
5	Simaethistidae	family
5	Ibaliidae	family
5	Eustheniidae	family
5	Metapseudidae	family
5	Myopsocidae	family
5	Eniochthoniidae	family
2	Thylacinidae	family
5	Meloidogynidae	family
5	Caecidae	family
5	Ulodidae	family
5	Chalcididae	family
5	Sciaroidea	family
2	Campephagidae	family
5	Meessiidae	family
5	Sergestidae	family
5	Hydrocenidae	family
5	Kokiriidae	family
5	Tremoctopodidae	family
5	Lentulidae	family
5	Ustyurtiidae	family
5	Pedicellinidae	family
5	Zerconidae	family
5	Blasticotomidae	family
5	Bourgueticrinidae	family
5	Pseudocumatidae	family
5	Amphitretidae	family
5	Microgyniidae	family
5	Diplogastridae	family
5	Stilipedidae	family
5	Hemithirididae	family
2	Anomalepididae	family
5	Ratardidae	family
5	Diguetidae	family
4	Spongiidae	family
2	Evermannellidae	family
5	Anticomidae	family
2	Allophrynidae	family
2	Cetopsidae	family
2	Hemiodontidae	family
5	Hesperinidae	family
5	Scopelocheiridae	family
2	Cyttidae	family
5	Opiliones	family
5	Ricaniidae	family
5	Thysanoteuthidae	family
2	Odontophoridae	family
5	Thespidae	family
4	Lobophylliidae	family
2	Hippopotamidae	family
2	Bathyclupeidae	family
5	Mormonillidae	family
5	Pygmephoridae	family
5	Toxocaridae	family
5	Urothoidae	family
2	Musophagidae	family
5	Glypheidae	family
4	Abylidae	family
4	Coralliidae	family
2	Chloropseidae	family
5	Dorippidae	family
2	Ctenoluciidae	family
5	Aphelocheiridae	family
5	Pleurotomariidae	family
5	Phormosomatidae	family
5	Thelastomatidae	family
5	Pharyngodonidae	family
2	Ceratiidae	family
5	Coralliophilidae	family
5	Phreatoicidae	family
2	Anomaluridae	family
5	Chabertiidae	family
5	Aplustridae	family
5	Protoglomeridae	family
5	Cercopagididae	family
5	Acanthopteroctetidae	family
5	Lophopidae	family
2	Congiopodidae	family
5	Oncopoduridae	family
2	Blanidae	family
2	Eurypharyngidae	family
5	Galenidae	family
5	Perthiidae	family
2	Physeteridae	family
5	Thalassinidae	family
5	Loxosomatidae	family
4	Suberitidae	family
5	Hydrodromidae	family
4	Fungiidae	family
5	Serolidae	family
5	Dascillidae	family
5	Trigonopterygidae	family
2	Dinopercidae	family
2	Sulidae	family
2	Lactariidae	family
2	Panuridae	family
5	Thericleidae	family
4	Mycalidae	family
5	Lithidiidae	family
5	Pneumodermatidae	family
5	Personidae	family
5	Pseudotachidiidae	family
5	Tettigometridae	family
5	Laophontidae	family
2	Leptobramidae	family
5	Hirudisomatidae	family
5	Micruropodidae	family
5	Amphizoidae	family
5	Vibiliidae	family
5	Mesoplophoridae	family
2	Gymnarchidae	family
2	Retropinnidae	family
5	Paludomidae	family
5	Neoatractosomatidae	family
2	Amiidae	family
5	Romancheinidae	family
2	Scopidae	family
2	Donacobiidae	family
2	Ailuridae	family
5	Argulidae	family
2	Cyematidae	family
5	Platyhedylidae	family
4	Briareidae	family
2	Pelomedusidae	family
2	Pitheciidae	family
4	Petrosiidae	family
5	Trichuridae	family
2	Vangidae	family
5	Normanellidae	family
4	Zancleidae	family
5	Carditidae	family
2	Heleophrynidae	family
2	Anomalopidae	family
2	Climacteridae	family
5	Euphrosinidae	family
2	Grammicolepididae	family
5	Laternulidae	family
2	Heteropneustidae	family
2	Cuniculidae	family
5	Dromiidae	family
5	Celleporidae	family
5	Omalisidae	family
5	Melphidippidae	family
2	Rhyacotritonidae	family
5	Romaleidae	family
4	Mitrocomidae	family
2	Polyprionidae	family
4	Alcyonacea	family
5	Polyzoniidae	family
2	Aramidae	family
2	Xenopeltidae	family
5	Microporellidae	family
5	Trogulidae	family
2	Rhinodermatidae	family
5	Haplotrematidae	family
5	Smaragdinellidae	family
2	Perciliidae	family
5	Nectonemertidae	family
5	Galacticidae	family
4	Halopterididae	family
2	Phyllomedusidae	family
2	Melanopareiidae	family
5	Solecurtidae	family
2	Valenciidae	family
5	Ochteridae	family
4	Microcionidae	family
4	Euphylliidae	family
5	Setariidae	family
5	Prisopodidae	family
5	Philotarsidae	family
5	Galeommatidae	family
5	Spondylidae	family
5	Mandeliidae	family
2	Procatopodidae	family
5	Lophocoronidae	family
5	Chaetodermatidae	family
5	Synopiidae	family
5	Diptilomiopidae	family
4	Hippopodiidae	family
2	Glaucostegidae	family
5	Ischnopsyllidae	family
5	Schizoplacidae	family
2	Megachasmidae	family
2	Austroglanididae	family
2	Ceratophryidae	family
5	Heteroderidae	family
4	Lyssacinosida	family
5	Lampropidae	family
5	Goniodorididae	family
2	Dicruridae	family
2	Pantodontidae	family
5	Leptopodidae	family
5	Acteonidae	family
2	Aploactinidae	family
5	Sclerodomidae	family
5	Protostrongylidae	family
4	Oculinidae	family
5	Euctenizidae	family
5	Nicoletiidae	family
2	Ginglymostomatidae	family
4	Xeniidae	family
5	Toxoderidae	family
5	Myochamidae	family
4	Timeidae	family
5	Tanaoceridae	family
2	Sarothruridae	family
5	Rallidentidae	family
5	Oribotritiidae	family
5	Amorphoscelidae	family
5	Amathillopsidae	family
5	Polygordiidae	family
5	Stylodactylidae	family
5	Japygidae	family
5	Rectarcturidae	family
5	Onchocercidae	family
5	Clypeosectidae	family
5	Stephanidae	family
5	Rhabdidae	family
2	Potoroidae	family
5	Anabathridae	family
5	Cavisomidae	family
4	Pleurobrachiidae	family
5	Hipponicidae	family
5	Baetiscidae	family
5	Sternophoridae	family
5	Ismaridae	family
5	Anisolabididae	family
5	Kelliidae	family
4	Boreohydridae	family
5	Pseudopomyzidae	family
5	Epedanidae	family
5	Carangoliopsidae	family
5	Paramunnidae	family
5	Polythoridae	family
5	Iphionidae	family
2	Derichthyidae	family
2	Diatomyidae	family
5	Skeneidae	family
4	Dictyonellidae	family
5	Rhaphidascarididae	family
2	Polychrotidae	family
5	Scolopendrellidae	family
5	Octopoteuthidae	family
5	Eulimnogammaridae	family
5	Tetrameridae	family
5	Alloptidae	family
4	Tedaniidae	family
2	Rhinocryptidae	family
5	Limnocytheridae	family
2	Aepyornithidae	family
5	Mesodesmatidae	family
5	Pseudocaeciliidae	family
5	Hymenoceridae	family
2	Teretistridae	family
5	Heligosomidae	family
5	Hexathelidae	family
5	Oligacanthorhynchidae	family
5	Calyptostomatidae	family
4	Fungiacyathidae	family
5	Chamidae	family
2	Conrauidae	family
5	Pleustidae	family
5	Antarcturidae	family
2	Carettochelyidae	family
5	Tethydidae	family
5	Phoxichilidiidae	family
5	Nemasomatidae	family
5	Proctonotidae	family
2	Herpelidae	family
2	Caeciliidae	family
5	Passalozetidae	family
5	Gelastocoridae	family
5	Encyrtidae	family
5	Ceratocombidae	family
5	Cystisomatidae	family
5	Rhodopidae	family
4	Iotrochotidae	family
5	Monoposthiidae	family
5	Nemestrinidae	family
5	Thyreocoridae	family
5	Caponiidae	family
2	Chlamyphoridae	family
5	Psoroptoididae	family
5	Epitoniidae	family
5	Passandridae	family
5	Prosorhochmidae	family
4	Porpitidae	family
2	Diplodactylidae	family
5	Glossidae	family
2	Pedionomidae	family
5	Diadematidae	family
5	Syarinidae	family
5	Pentacrinitidae	family
5	Cylindrachetidae	family
5	Proscopiidae	family
2	Xenodermidae	family
4	Euplectellidae	family
4	Pachastrellidae	family
5	Porcellidiidae	family
5	Cupedidae	family
2	Psophodidae	family
2	Balaenicipitidae	family
5	Microhedylidae	family
5	Leucothoidae	family
5	Glomeridellidae	family
5	Anthroleucosomatidae	family
2	Paramythiidae	family
5	Mycetopodidae	family
5	Scinidae	family
5	Raphignathidae	family
5	Volutomitridae	family
5	Oxypeltidae	family
5	Cressidae	family
5	Synotaxidae	family
5	Styloperlidae	family
4	Tiaropsidae	family
2	Calcariidae	family
4	Umbellulidae	family
5	Ungulinidae	family
5	Palicidae	family
4	Desmanthidae	family
5	Lucicutiidae	family
5	Psyllipsocidae	family
2	Trichechidae	family
5	Juliidae	family
5	Macrostylidae	family
5	Sandokanidae	family
5	Valenciniidae	family
4	Sugiuridae	family
5	Limnichidae	family
5	Phascolionidae	family
5	Anomiidae	family
5	Coryphellidae	family
5	Unciolidae	family
5	Centrorhynchidae	family
5	Aspidosiphonidae	family
5	Frieleiidae	family
5	Cyatholipidae	family
5	Himantopteridae	family
4	Pheronematidae	family
5	Falsicingulidae	family
5	Cirroctopodidae	family
5	Lophocateridae	family
5	Spongiphoridae	family
5	Amaryllididae	family
5	Turbinellidae	family
2	Calyptocephalellidae	family
2	Chrysochloridae	family
5	Mengenillidae	family
5	Eremobatidae	family
5	Pseudolestidae	family
5	Pterokrohniidae	family
5	Cerophytidae	family
2	Turnicidae	family
5	Momoniidae	family
5	Spinturnicidae	family
5	Philogeniidae	family
5	Zosimeidae	family
5	Lophopodidae	family
4	Corallimorphidae	family
5	Platyxanthidae	family
5	Angelidae	family
5	Trichogrammatidae	family
5	Carcharolaimidae	family
5	Lycoteuthidae	family
2	Ptiliogonatidae	family
5	Mariametridae	family
5	Athericidae	family
5	Cochlostomatidae	family
5	Lithoglyphidae	family
5	Spadellidae	family
5	Tetrastemmatidae	family
4	Paramuriceidae	family
5	Acanthogammaridae	family
5	Tryonicidae	family
5	Hypochilidae	family
4	Melithaeidae	family
5	Demodicidae	family
5	Diapheromeridae	family
4	Metaniidae	family
5	Gyrodactylidae	family
5	Henicopidae	family
5	Atriplectididae	family
2	Irenidae	family
5	Darwinulidae	family
5	Cycloctenidae	family
5	Dilaridae	family
4	Latrunculiidae	family
5	Iphimediidae	family
2	Oxynotidae	family
5	Doridoxidae	family
5	Geogarypidae	family
2	Coliidae	family
5	Naucoridae	family
5	Scissurellidae	family
5	Acteocinidae	family
5	Diaixidae	family
5	Euconulidae	family
5	Withiidae	family
5	Rhagophthalmidae	family
5	Ripipterygidae	family
5	Dicercomyzidae	family
5	Empusidae	family
5	Triophytydeidae	family
5	Alycidae	family
2	Amphisbaenidae	family
5	Neobradyidae	family
5	Eurybrachidae	family
5	Bathylasmatidae	family
5	Megalobulimidae	family
4	Actinodiscidae	family
5	Pronoidae	family
5	Dyakiidae	family
5	Adeonidae	family
5	Cerithiopsidae	family
5	Lanceoporidae	family
5	Typhlogammaridae	family
5	Heteropterygidae	family
5	Sabaconidae	family
5	Himerometridae	family
5	Bathydorididae	family
2	Antilocapridae	family
5	Aegisthidae	family
4	Hamacanthidae	family
5	Prodidactidae	family
4	Desmacellidae	family
4	Actinernidae	family
5	Watersiporidae	family
5	Dasydytidae	family
5	Ametropodidae	family
5	Austrochilidae	family
2	Tropidophiidae	family
5	Pupinidae	family
5	Tanyderidae	family
5	Ammonitellidae	family
4	Geryoniidae	family
2	Luvaridae	family
5	Xolalgidae	family
4	Astroscleridae	family
5	Heterokrohniidae	family
5	Noetiidae	family
4	Edwardsiidae	family
5	Tonnidae	family
5	Crisiidae	family
5	Syringogastridae	family
5	Aphelenchoididae	family
5	Stiliferidae	family
5	Scrupocellariidae	family
5	Malkaridae	family
5	Odontodactylidae	family
5	Janthinidae	family
5	Ucididae	family
5	Cobanocytheridae	family
5	Dynomenidae	family
2	Phalangeridae	family
5	Laomediidae	family
5	Inocelliidae	family
5	Cancellothyrididae	family
5	Heterogynidae	family
5	Protentomidae	family
2	Diceratiidae	family
5	Trechaleidae	family
5	Plagiorhynchidae	family
2	Leiopelmatidae	family
5	Phoronidae	family
5	Mangeliidae	family
5	Peraclidae	family
5	Sternophysingidae	family
5	Holopodidae	family
5	Mnesarchaeidae	family
5	Eviphididae	family
5	Porrhothelidae	family
2	Diploglossidae	family
2	Kneriidae	family
5	Notommatidae	family
5	Rhopalosomatidae	family
5	Saleniidae	family
5	Alycaeidae	family
5	Scelembiidae	family
5	Pyramimitridae	family
5	Somabrachyidae	family
5	Haustoriidae	family
5	Parapaguridae	family
2	Bipedidae	family
5	Longidoridae	family
5	Stomachetosellidae	family
5	Aciculidae	family
4	Crellidae	family
5	Plutoniumidae	family
2	Draconettidae	family
2	Tragulidae	family
5	Klinckowstroemiidae	family
4	Podospongiidae	family
5	Colobometridae	family
5	Anostostomatidae	family
5	Ctenizidae	family
5	Leptopontiidae	family
5	Strobilopsidae	family
5	Spinocalanidae	family
5	Idiosepiidae	family
2	Enoplosidae	family
5	Dinidoridae	family
2	Bucorvidae	family
5	Hippaliosinidae	family
4	Cladonematidae	family
2	Pseudotriakidae	family
5	Spelaeogriphidae	family
5	Orithyiidae	family
2	Cryptacanthodidae	family
5	Dracoderidae	family
5	Aethridae	family
5	Angiostrongylidae	family
2	Oreoicidae	family
5	Proneomeniidae	family
5	Gymnodorididae	family
2	Pareidae	family
5	Malcidae	family
2	Pteroclidae	family
2	Rhinophrynidae	family
5	Acuariidae	family
2	Dasyproctidae	family
4	Astrocoeniidae	family
2	Menuridae	family
4	Coelosphaeridae	family
4	Halipteridae	family
5	Enoplidae	family
5	Hexapodidae	family
2	Aegothelidae	family
5	Colobathristidae	family
4	Renillidae	family
5	Paracaeciliidae	family
5	Strombidae	family
5	Galeodidae	family
4	Depastridae	family
4	Dictyodendrillidae	family
5	Apioceridae	family
5	Mantoididae	family
4	Meandrinidae	family
4	Cuninidae	family
4	Acanthogorgiidae	family
4	Darwinellidae	family
5	Scleropactidae	family
5	Microphasmidae	family
5	Ceraphronidae	family
4	Prayidae	family
5	Eremulidae	family
5	Phaudidae	family
5	Anisitsiellidae	family
5	Hesperentomidae	family
5	Terebratulidae	family
5	Chelonariidae	family
5	Ilyocryptidae	family
2	Trogonophidae	family
5	Mononchidae	family
5	Kramerellidae	family
2	Scolecomorphidae	family
4	Isophelliidae	family
5	Heteralepadidae	family
4	Balellidae	family
2	Giraffidae	family
5	Abronicidae	family
4	Halicreatidae	family
2	Barbourisiidae	family
5	Mesogammaridae	family
5	Chaeteessidae	family
5	Argestidae	family
5	Plumatellidae	family
5	Hydroscaphidae	family
4	Tretodictyidae	family
2	Milyeringidae	family
2	Dermatemydidae	family
5	Trachypachidae	family
5	Nogodinidae	family
5	Monhysteridae	family
2	Platyrhinidae	family
5	Teloganellidae	family
5	Apseudidae	family
2	Brachionichthyidae	family
2	Chlamydoselachidae	family
5	Ironomyiidae	family
5	Hedruridae	family
5	Oleacinidae	family
2	Nicatoridae	family
5	Vitreledonellidae	family
5	Qudsianematidae	family
4	Chondropsidae	family
2	Scaphiopodidae	family
5	Echinoderidae	family
5	Stenochilidae	family
4	Heteroxyidae	family
5	Nudomideopsidae	family
2	Megapodiidae	family
5	Axianassidae	family
5	Lithoglyptidae	family
5	Leptestheriidae	family
5	Stegocephalidae	family
5	Molineidae	family
5	Conochilidae	family
5	Atelestidae	family
5	Carcinonemertidae	family
5	Mymarommatidae	family
5	Amastridae	family
5	Xenograpsidae	family
2	Caenolestidae	family
5	Pentaphlebiidae	family
2	Bathysauridae	family
11	Molgulidae	family
2	Cryptobranchidae	family
5	Cosmetidae	family
5	Triphoridae	family
5	Sebidae	family
5	Leptosomatidae	family
2	Vaillantellidae	family
5	Cheiragonidae	family
5	Thoracostomopsidae	family
5	Lanceolidae	family
2	Rhynochetidae	family
2	Ptilonorhynchidae	family
5	Dairidae	family
2	Thaumatichthyidae	family
5	Ilyocyprididae	family
5	Periegopidae	family
2	Eleginopsidae	family
2	Furipteridae	family
5	Cheluridae	family
5	Nolellidae	family
5	Hyocephalidae	family
5	Crossotonotidae	family
5	Cuthonellidae	family
4	Hymedesmiidae	family
2	Calomyscidae	family
2	Acrochordidae	family
5	Pterinopsyllidae	family
4	Desmacididae	family
5	Haematopinidae	family
5	Styloniscidae	family
5	Platyscelidae	family
4	Epizoanthidae	family
5	Phytoptidae	family
5	Criodrilidae	family
5	Hexarthridae	family
5	Diamphipnoidae	family
5	Antygomonidae	family
5	Sclerogibbidae	family
5	Panagrolaimidae	family
2	Dibamidae	family
5	Parascelidae	family
5	Loxoconchidae	family
5	Heligmonellidae	family
5	Cylindropsyllidae	family
2	Struthionidae	family
5	Acochlidiidae	family
2	Lophotidae	family
4	Stelligeridae	family
5	Flustridae	family
5	Ideoroncidae	family
5	Stauroteuthidae	family
5	Barentsiidae	family
2	Protanguillidae	family
5	Pyrgacrididae	family
5	Prionoglarididae	family
5	Diaphanocephalidae	family
5	Boselliidae	family
5	Pachyneuridae	family
5	Anchistioididae	family
4	Candelabridae	family
2	Pnoepygidae	family
5	Corioxenidae	family
5	Lamponidae	family
5	Caddidae	family
5	Odiniidae	family
5	Eugonatonotidae	family
5	Leptopsyllidae	family
5	Philogangidae	family
5	Tubuliporidae	family
2	Ornithorhynchidae	family
4	Blackfordiidae	family
2	Diplomystidae	family
2	Semnornithidae	family
5	Grimpoteuthidae	family
5	Sebekidae	family
2	Ifritidae	family
5	Nebaliidae	family
4	Discosomatidae	family
5	Euthyplociidae	family
5	Senoculidae	family
5	Echinorhynchidae	family
5	Opisthoteuthidae	family
5	Dogielinotidae	family
2	Chacidae	family
5	Haplobainosomatidae	family
5	Dipsocoridae	family
5	Hippopodinidae	family
2	Parascylliidae	family
5	Trypetesidae	family
5	Teutoniidae	family
5	Speleonectidae	family
5	Urechidae	family
5	Pseudobistonidae	family
5	Thelyphonidae	family
5	Bathypontiidae	family
5	Seguenziidae	family
5	Camallanidae	family
4	Clathrozoidae	family
5	Lacydoniidae	family
5	Tropiometridae	family
5	Philobryidae	family
4	Aphanipathidae	family
5	Megamerinidae	family
5	Haleciidae	family
5	Fabriciidae	family
5	Pelecorhynchidae	family
5	Pseudomelatomidae	family
5	Caraboctonidae	family
2	Chironemidae	family
5	Dericorythidae	family
5	Anaxyelidae	family
5	Ommexechidae	family
2	Vombatidae	family
5	Heterobathmiidae	family
5	Neoteuthidae	family
5	Meiomeniidae	family
2	Chikilidae	family
5	Enchelidiidae	family
5	Nymphomyiidae	family
5	Hermaeidae	family
5	Hormuridae	family
4	Kishinouyeidae	family
2	Helostomatidae	family
5	Ichthybotidae	family
2	Pseudaphritidae	family
5	Microthoraciidae	family
5	Tridenchthoniidae	family
5	Truncatellidae	family
5	Gigantorhynchidae	family
5	Maizaniidae	family
4	Helioporidae	family
5	Lysiosquillidae	family
5	Pacificincolidae	family
2	Neoceratiidae	family
5	Vesperidae	family
5	Liotiidae	family
5	Uropodidae	family
5	Aspidytidae	family
4	Parasphaerascleridae	family
5	Lepadellidae	family
5	Ammotrechidae	family
2	Opisthocomidae	family
5	Diplostraca	family
5	Paratydeidae	family
5	Guyanemidae	family
5	Callirhipidae	family
5	Eosentomidae	family
5	Xyalidae	family
5	Branchiobdellidae	family
5	Pseudorhombilidae	family
5	Micromalthidae	family
4	Halcampidae	family
5	Discozerconidae	family
2	Todidae	family
5	Podoceridae	family
2	Artamidae	family
5	Limnocentropodidae	family
5	Actinocyclidae	family
5	Siphonorhinidae	family
5	Amphientomidae	family
2	Tichodromidae	family
5	Spirostreptidae	family
2	Solenodontidae	family
4	Pyrostephidae	family
5	Acoetidae	family
5	Gradungulidae	family
5	Camillidae	family
5	Electridae	family
5	Odontopygidae	family
5	Hilarimorphidae	family
2	Phoeniculidae	family
5	Kamakidae	family
4	Hydrozoanthidae	family
4	Cladopathidae	family
2	Tenrecidae	family
5	Blepharipodidae	family
2	Triodontidae	family
5	Alloposidae	family
4	Clausophyidae	family
5	Penthaleidae	family
4	Corallistidae	family
5	Licneremaeidae	family
5	Leptonetidae	family
5	Filaroididae	family
4	Myriopathidae	family
5	Ogyrididae	family
5	Macellomeniidae	family
